Date,P,D,E,CPI,Fraction,Rate GS10,Price,Dividend, Price ,Earnings, Earnings ,CAPE,,TR CAPE,,Yield,Returns,Returns,Real Return,Real Return,Returns,,,,
1987.07,310.10,8.57,14.90,113.80,1987.54,8.45,886.75,24.50,"272,571.74",42.61,"13,096.80",17.31,,21.61,,3.76%,0.99,15.33,10.95%,5.64%,5.31%,,,,
1987.08,329.40,8.61,15.38,114.40,1987.62,8.76,937.00,24.50,"288,645.11",43.75,"13,477.12",18.33,,22.85,,3.15%,0.96,15.04,10.33%,5.81%,4.53%,,,,
1987.09,318.70,8.66,15.86,115.00,1987.71,9.42,901.83,24.51,"278,440.99",44.88,"13,856.52",17.68,,22.01,,2.71%,1.00,14.44,10.84%,6.34%,4.49%,,,,
1987.1,280.20,8.71,16.41,115.30,1987.79,9.52,790.83,24.58,"244,799.95",46.31,"14,333.90",15.53,,19.31,,3.39%,1.05,14.42,12.43%,6.52%,5.90%,,,,
1987.11,245.00,8.76,16.95,115.40,1987.87,8.86,690.88,24.70,"214,498.80",47.81,"14,842.70",13.59,,16.89,,4.92%,1.00,15.15,13.80%,6.18%,7.62%,,,,
1987.12,241.00,8.81,17.50,115.40,1987.96,8.99,679.60,24.84,"211,639.54",49.35,"15,368.02",13.39,,16.62,,4.87%,1.03,15.13,14.26%,6.31%,7.95%,,,,
1988.01,250.50,8.86,17.86,115.70,1988.04,8.67,704.56,24.91,"220,058.25",50.24,"15,692.48",13.90,,17.24,,4.88%,1.04,15.53,13.82%,6.28%,7.54%,,,,
1988.02,258.10,8.90,18.23,116.00,1988.12,8.21,724.06,24.98,"226,798.38",51.13,"16,016.22",14.30,,17.71,,5.10%,1.00,16.08,14.17%,5.92%,8.25%,,,,
1988.03,265.70,8.95,18.59,116.50,1988.21,8.37,742.18,25.00,"233,127.19",51.93,"16,311.01",14.67,,18.15,,4.72%,0.98,15.95,14.42%,5.97%,8.45%,,,,
1988.04,262.60,9.04,19.62,117.10,1988.29,8.72,729.76,25.13,"229,884.50",54.51,"17,172.79",14.43,,17.84,,4.45%,0.98,15.61,14.95%,6.24%,8.71%,,,,
1988.05,256.10,9.14,20.64,117.50,1988.37,9.09,709.27,25.30,"224,095.34",57.17,"18,063.52",14.03,,17.33,,4.22%,1.02,15.30,15.19%,6.48%,8.72%,,,,
1988.06,270.70,9.23,21.67,118.00,1988.46,8.92,746.53,25.45,"236,537.29",59.76,"18,935.22",14.77,,18.21,,3.96%,1.00,15.52,14.57%,6.48%,8.09%,,,,
1988.07,269.10,9.31,22.02,118.50,1988.54,9.06,738.99,25.56,"234,821.88",60.48,"19,217.96",14.61,,17.99,,3.86%,0.99,15.43,15.14%,6.61%,8.53%,,,,
1988.08,263.70,9.38,22.38,119.00,1988.62,9.26,721.12,25.66,"229,822.36",61.19,"19,501.96",14.24,,17.52,,3.83%,1.03,15.28,14.55%,6.85%,7.70%,,,,
1988.09,268.00,9.46,22.73,119.80,1988.71,8.98,727.98,25.70,"232,692.67",61.74,"19,735.46",14.37,,17.65,,4.04%,1.02,15.57,13.82%,7.11%,6.70%,,,,
1988.1,277.40,9.55,23.07,120.20,1988.79,8.80,751.01,25.85,"240,741.46",62.47,"20,024.15",14.81,,18.17,,3.95%,1.00,15.82,13.55%,7.20%,6.35%,,,,
1988.11,271.00,9.64,23.42,120.30,1988.87,8.96,733.07,26.08,"235,688.31",63.34,"20,365.47",14.45,,17.69,,3.93%,1.00,15.76,14.98%,7.03%,7.95%,,,,
1988.12,276.50,9.75,23.75,120.50,1988.96,9.11,746.71,26.33,"240,777.99",64.14,"20,681.65",14.70,,17.98,,3.63%,1.01,15.69,15.20%,7.27%,7.94%,,,,
1989.01,285.40,9.81,24.16,121.10,1989.04,9.09,766.92,26.37,"248,005.41",64.92,"20,994.43",15.09,,18.43,,3.43%,1.00,15.76,15.40%,7.18%,8.22%,,,,
1989.02,294.00,9.90,24.56,121.60,1989.12,9.17,786.78,26.48,"255,141.82",65.73,"21,313.89",15.47,,18.86,,3.11%,1.00,15.73,15.05%,6.99%,8.06%,,,,
1989.03,292.70,10.01,24.96,122.30,1989.21,9.36,778.82,26.63,"253,279.54",66.41,"21,598.42",15.30,,18.62,,2.95%,1.02,15.57,15.44%,6.93%,8.51%,,,,
1989.04,302.30,10.09,25.05,123.10,1989.29,9.18,799.14,26.66,"260,609.25",66.21,"21,592.46",15.69,,19.06,,2.91%,1.03,15.77,15.50%,6.80%,8.70%,,,,
1989.05,313.90,10.19,25.13,123.80,1989.37,8.86,825.11,26.79,"269,807.53",66.06,"21,602.91",16.19,,19.63,,2.96%,1.05,16.13,15.09%,6.31%,8.78%,,,,
1989.06,323.70,10.37,25.22,124.10,1989.46,8.28,848.81,27.19,"278,299.34",66.13,"21,682.76",16.64,,20.15,,3.28%,1.02,16.84,14.67%,5.61%,9.05%,,,,
1989.07,331.90,10.42,24.71,124.40,1989.54,8.02,868.22,27.27,"285,406.09",64.64,"21,248.52",17.01,,20.56,,3.32%,1.00,17.21,14.85%,5.49%,9.36%,,,,
1989.08,346.60,10.55,24.20,124.60,1989.62,8.11,905.22,27.54,"298,323.00",63.20,"20,829.25",17.73,,21.39,,2.91%,1.00,17.19,13.88%,5.41%,8.47%,,,,
1989.09,347.30,10.73,23.69,125.00,1989.71,8.19,904.14,27.93,"298,736.10",61.67,"20,377.36",17.71,,21.33,,2.75%,1.02,17.16,13.74%,5.44%,8.29%,,,,
1989.1,347.40,10.80,23.43,125.60,1989.79,8.01,900.08,27.97,"298,164.84",60.70,"20,106.56",17.64,,21.21,,2.92%,1.02,17.40,13.59%,5.18%,8.41%,,,,
1989.11,340.20,10.92,23.16,125.90,1989.87,7.87,879.33,28.23,"292,068.91",59.87,"19,886.18",17.24,,20.70,,3.12%,1.01,17.65,14.61%,5.14%,9.46%,,,,
1989.12,348.60,11.06,22.87,126.10,1989.96,7.84,899.61,28.54,"299,595.83",59.02,"19,655.07",17.65,,21.15,,2.92%,0.98,17.77,14.63%,4.93%,9.70%,,,,
1990.01,339.97,11.14,22.49,127.40,1990.04,8.21,868.39,28.45,"289,987.26",57.45,"19,183.50",17.05,,20.41,,2.71%,0.99,17.26,14.96%,4.97%,9.99%,,,,
1990.02,330.45,11.23,22.08,128.00,1990.12,8.47,840.11,28.55,"281,340.15",56.13,"18,798.58",16.51,,19.74,,2.55%,1.00,17.00,14.95%,5.23%,9.72%,,,,
1990.03,338.46,11.32,21.67,128.70,1990.21,8.59,855.80,28.62,"287,391.21",54.79,"18,400.31",16.83,,20.10,,2.21%,0.99,16.89,15.05%,5.47%,9.59%,,,,
1990.04,338.18,11.44,21.53,128.90,1990.29,8.79,853.76,28.87,"287,515.92",54.36,"18,307.31",16.81,,20.06,,1.91%,1.01,16.76,15.21%,5.80%,9.40%,,,,
1990.05,350.25,11.55,21.40,129.20,1990.37,8.76,882.18,29.10,"297,902.87",53.89,"18,198.82",17.39,,20.72,,1.67%,1.03,16.88,14.45%,5.42%,9.04%,,,,
1990.06,360.39,11.66,21.26,129.90,1990.46,8.48,902.83,29.21,"305,697.57",53.26,"18,033.60",17.82,,21.21,,1.75%,1.01,17.23,14.46%,5.47%,8.99%,,,,
1990.07,360.03,11.73,21.42,130.40,1990.54,8.47,898.47,29.26,"305,046.96",53.45,"18,148.78",17.75,,21.10,,1.82%,0.99,17.29,14.55%,5.50%,9.05%,,,,
1990.08,330.75,11.78,21.58,131.60,1990.62,8.75,817.87,29.14,"278,507.57",53.36,"18,171.41",16.17,,19.21,,2.11%,1.00,16.94,15.71%,5.94%,9.77%,,,,
1990.09,315.41,11.83,21.74,132.70,1990.71,8.89,773.47,29.01,"264,212.20",53.31,"18,211.13",15.30,,18.17,,2.32%,1.02,16.77,16.13%,6.07%,10.06%,,,,
1990.1,307.12,11.93,21.61,133.50,1990.79,8.72,748.63,29.07,"256,553.74",52.67,"18,049.23",14.82,,17.59,,2.67%,1.03,16.98,15.83%,6.02%,9.81%,,,,
1990.11,315.29,12.01,21.47,133.80,1990.87,8.39,766.82,29.22,"263,622.45",52.23,"17,954.40",15.19,,18.02,,2.77%,1.03,17.44,15.42%,5.79%,9.63%,,,,
1990.12,328.75,12.09,21.34,133.80,1990.96,8.08,799.56,29.40,"275,719.11",51.90,"17,897.63",15.85,,18.80,,2.71%,1.01,17.93,14.52%,5.94%,8.58%,,,,
1991.01,325.49,12.11,21.18,134.60,1991.04,8.09,786.93,29.27,"272,203.61",51.21,"17,715.35",15.61,,18.50,,2.78%,1.02,17.93,14.65%,5.98%,8.67%,,,,
1991.02,362.26,12.11,21.03,134.80,1991.12,7.85,874.52,29.24,"303,347.39",50.76,"17,607.23",17.35,,20.56,,2.28%,0.99,18.32,13.12%,5.81%,7.32%,,,,
1991.03,372.28,12.11,20.94,135.00,1991.21,8.11,897.38,29.19,"312,119.85",50.48,"17,556.11",17.82,,21.10,,1.82%,1.01,18.09,11.71%,6.14%,5.57%,,,,
1991.04,379.68,12.13,20.36,135.20,1991.29,8.04,913.87,29.20,"318,699.35",49.01,"17,092.74",18.16,,21.48,,1.73%,1.00,18.27,11.48%,5.82%,5.66%,,,,
1991.05,377.99,12.14,19.86,135.60,1991.37,8.07,907.11,29.13,"317,191.53",47.65,"16,662.81",18.04,,21.33,,1.68%,0.99,18.30,12.23%,5.60%,6.63%,,,,
1991.06,378.29,12.15,19.41,136.00,1991.46,8.28,905.16,29.07,"317,356.76",46.44,"16,283.53",18.02,,21.29,,1.42%,1.01,18.11,11.93%,5.83%,6.10%,,,,
1991.07,380.23,12.19,18.84,136.20,1991.54,8.27,908.47,29.13,"319,367.06",45.01,"15,824.30",18.10,,21.38,,1.30%,1.03,18.22,11.59%,5.87%,5.72%,,,,
1991.08,389.40,12.24,18.33,136.60,1991.62,7.90,927.66,29.15,"326,965.47",43.67,"15,391.06",18.51,,21.85,,1.50%,1.02,18.75,11.10%,5.83%,5.26%,,,,
1991.09,387.20,12.28,17.82,137.20,1991.71,7.65,918.38,29.13,"324,551.91",42.27,"14,936.76",18.36,,21.66,,1.74%,1.01,19.12,9.81%,5.82%,3.99%,,,,
1991.1,386.88,12.25,17.20,137.40,1991.79,7.53,916.29,29.02,"324,666.31",40.74,"14,436.86",18.35,,21.64,,1.86%,1.01,19.37,10.19%,5.90%,4.30%,,,,
1991.11,385.92,12.23,16.59,137.80,1991.87,7.42,911.36,28.87,"323,773.16",39.17,"13,915.65",18.29,,21.56,,1.98%,1.03,19.59,10.79%,5.77%,5.01%,,,,
1991.12,388.51,12.20,15.97,137.90,1991.96,7.09,916.81,28.79,"326,562.04",37.69,"13,423.58",18.44,,21.73,,2.24%,1.01,20.15,10.90%,5.19%,5.71%,,,,
1992.01,416.08,12.24,16.05,138.10,1992.04,7.03,980.45,28.84,"350,085.62",37.81,"13,501.54",19.77,,23.29,,1.92%,0.98,20.33,10.07%,5.16%,4.91%,,,,
1992.02,412.56,12.28,16.12,138.60,1992.12,7.34,968.65,28.83,"346,729.59",37.86,"13,550.58",19.58,,23.06,,1.66%,0.99,19.93,9.76%,5.47%,4.28%,,,,
1992.03,407.36,12.32,16.19,139.30,1992.21,7.54,951.63,28.78,"341,497.45",37.82,"13,572.38",19.28,,22.70,,1.60%,1.01,19.68,10.39%,5.29%,5.10%,,,,
1992.04,407.41,12.32,16.48,139.50,1992.29,7.48,950.38,28.74,"341,909.14",38.45,"13,833.22",19.30,,22.71,,1.63%,1.01,19.85,9.92%,5.24%,4.69%,,,,
1992.05,414.81,12.32,16.77,139.70,1992.37,7.39,966.26,28.70,"348,481.41",39.06,"14,085.69",19.66,,23.13,,1.54%,1.02,20.07,9.40%,5.21%,4.19%,,,,
1992.06,408.27,12.32,17.05,140.20,1992.46,7.26,947.63,28.60,"342,623.38",39.57,"14,308.49",19.32,,22.72,,1.67%,1.04,20.31,8.92%,5.31%,3.60%,,,,
1992.07,415.05,12.34,17.38,140.50,1992.54,6.84,961.31,28.59,"348,430.85",40.25,"14,590.36",19.62,,23.07,,1.98%,1.02,21.00,7.49%,5.22%,2.27%,,,,
1992.08,417.93,12.37,17.71,140.90,1992.62,6.59,965.24,28.56,"350,715.25",40.90,"14,861.74",19.72,,23.18,,2.21%,1.02,21.44,7.51%,5.34%,2.17%,,,,
1992.09,418.48,12.40,18.04,141.30,1992.71,6.42,963.77,28.56,"351,047.36",41.55,"15,133.09",19.71,,23.16,,2.39%,0.99,21.76,6.95%,5.53%,1.42%,,,,
1992.1,412.50,12.39,18.39,141.80,1992.79,6.59,946.65,28.43,"345,673.66",42.20,"15,410.76",19.37,,22.76,,2.31%,0.99,21.54,6.95%,5.60%,1.36%,,,,
1992.11,422.84,12.38,18.74,142.00,1992.87,6.87,969.01,28.38,"354,703.02",42.95,"15,720.21",19.83,,23.30,,1.95%,1.01,21.19,7.37%,5.71%,1.66%,,,,
1992.12,435.64,12.39,19.09,141.90,1992.96,6.77,999.05,28.41,"366,564.68",43.78,"16,063.08",20.45,,24.02,,1.93%,1.02,21.48,6.93%,5.64%,1.29%,,,,
1993.01,435.23,12.41,19.34,142.60,1993.04,6.60,993.21,28.33,"365,288.13",44.13,"16,232.04",20.32,,23.87,,2.16%,1.03,21.76,6.89%,5.48%,1.42%,,,,
1993.02,441.70,12.45,19.59,143.10,1993.12,6.26,1004.45,28.30,"370,290.58",44.55,"16,422.89",20.55,,24.12,,2.48%,1.03,22.35,5.96%,5.28%,0.68%,,,,
1993.03,450.16,12.48,19.84,143.60,1993.21,5.98,1020.13,28.28,"376,937.68",44.96,"16,612.86",20.86,,24.48,,2.72%,1.01,22.85,5.85%,5.09%,0.75%,,,,
1993.04,443.08,12.49,19.67,144.00,1993.29,5.97,1001.29,28.23,"370,848.06",44.45,"16,463.35",20.46,,24.01,,2.78%,1.00,22.92,6.59%,4.99%,1.60%,,,,
1993.05,445.25,12.51,19.50,144.20,1993.37,6.04,1004.80,28.22,"373,018.54",44.01,"16,336.58",20.52,,24.07,,2.65%,1.01,22.88,7.10%,5.39%,1.70%,,,,
1993.06,448.06,12.52,19.33,144.40,1993.46,5.96,1009.74,28.21,"375,725.64",43.56,"16,209.38",20.61,,24.18,,2.69%,1.02,23.10,7.60%,5.52%,2.08%,,,,
1993.07,447.29,12.52,19.69,144.40,1993.54,5.81,1008.01,28.21,"375,954.85",44.37,"16,549.78",20.56,,24.12,,2.81%,1.01,23.48,7.65%,4.80%,2.85%,,,,
1993.08,454.13,12.52,20.05,144.80,1993.62,5.68,1020.59,28.14,"381,524.07",45.06,"16,844.42",20.81,,24.41,,2.88%,1.03,23.75,7.43%,4.27%,3.16%,,,,
1993.09,459.24,12.52,20.41,145.10,1993.71,5.36,1029.94,28.08,"385,894.11",45.77,"17,150.29",20.99,,24.61,,3.12%,1.01,24.40,7.61%,4.14%,3.47%,,,,
1993.1,463.90,12.54,20.90,145.70,1993.79,5.33,1036.11,28.01,"389,079.08",46.68,"17,529.11",21.11,,24.74,,3.14%,0.97,24.46,7.75%,4.15%,3.60%,,,,
1993.11,462.89,12.56,21.39,145.80,1993.87,5.72,1033.15,28.03,"388,842.95",47.74,"17,968.31",21.04,,24.65,,2.75%,1.00,23.84,7.92%,4.48%,3.44%,,,,
1993.12,465.95,12.58,21.89,145.80,1993.96,5.77,1039.98,28.08,"392,294.09",48.86,"18,429.70",21.16,,24.78,,2.66%,1.01,23.86,8.16%,4.54%,3.62%,,,,
1994.01,472.99,12.62,22.16,146.20,1994.04,5.75,1052.80,28.10,"398,014.94",49.32,"18,644.58",21.41,,25.06,,2.60%,0.99,23.94,8.47%,4.59%,3.88%,,,,
1994.02,471.58,12.67,22.43,146.70,1994.12,5.97,1046.08,28.10,"396,361.13",49.76,"18,855.10",21.26,,24.88,,2.39%,0.97,23.58,8.57%,4.79%,3.79%,,,,
1994.03,463.81,12.71,22.71,147.20,1994.21,6.48,1025.35,28.10,"389,393.53",50.21,"19,066.27",20.83,,24.36,,2.00%,0.97,22.75,8.53%,5.35%,3.18%,,,,
1994.04,447.23,12.75,23.54,147.40,1994.29,6.97,987.36,28.16,"375,855.31",51.97,"19,783.19",20.06,,23.44,,1.66%,0.99,22.04,8.98%,5.23%,3.75%,,,,
1994.05,450.90,12.80,24.37,147.50,1994.37,7.18,994.79,28.23,"379,578.29",53.77,"20,515.24",20.20,,23.59,,1.39%,1.01,21.83,8.53%,5.00%,3.53%,,,,
1994.06,454.83,12.84,25.20,148.00,1994.46,7.10,1000.07,28.23,"382,490.83",55.41,"21,192.03",20.29,,23.69,,1.45%,0.99,22.01,8.72%,4.91%,3.80%,,,,
1994.07,451.40,12.87,25.91,148.40,1994.54,7.30,989.85,28.22,"379,482.65",56.82,"21,782.00",20.07,,23.42,,1.29%,1.01,21.77,8.57%,5.28%,3.30%,,,,
1994.08,464.24,12.90,26.62,149.00,1994.62,7.24,1013.91,28.17,"389,605.48",58.14,"22,340.38",20.54,,23.95,,1.24%,0.99,21.91,8.13%,5.43%,2.70%,,,,
1994.09,466.96,12.92,27.33,149.40,1994.71,7.46,1017.12,28.14,"391,740.12",59.53,"22,927.57",20.58,,23.98,,0.99%,0.99,21.64,8.35%,5.70%,2.65%,,,,
1994.1,463.81,13.01,28.42,149.50,1994.79,7.74,1009.58,28.33,"389,746.41",61.86,"23,881.75",20.40,,23.75,,0.73%,0.99,21.34,8.36%,5.85%,2.50%,,,,
1994.11,461.01,13.10,29.51,149.70,1994.87,7.96,1002.14,28.47,"387,791.86",64.15,"24,823.19",20.21,,23.51,,0.57%,1.02,21.13,8.91%,5.91%,3.00%,,,,
1994.12,455.19,13.17,30.60,149.70,1994.96,7.81,989.49,28.63,"383,819.39",66.52,"25,802.13",19.91,,23.15,,0.79%,1.01,21.49,9.36%,5.78%,3.58%,,,,
1995.01,465.25,13.18,31.25,150.30,1995.04,7.78,1007.32,28.54,"391,658.40",67.66,"26,306.99",20.22,,23.49,,0.77%,1.03,21.59,8.97%,5.75%,3.21%,,,,
1995.02,481.92,13.18,31.90,150.90,1995.12,7.47,1039.27,28.42,"404,999.44",68.79,"26,808.35",20.80,,24.14,,0.93%,1.03,22.11,8.72%,5.52%,3.20%,,,,
1995.03,493.15,13.17,32.55,151.40,1995.21,7.20,1059.97,28.31,"413,987.59",69.96,"27,324.94",21.15,,24.53,,1.12%,1.02,22.59,8.37%,4.97%,3.40%,,,,
1995.04,507.91,13.24,33.18,151.90,1995.29,7.06,1088.10,28.37,"425,898.17",71.08,"27,819.68",21.64,,25.07,,1.14%,1.04,22.88,7.73%,4.94%,2.79%,,,,
1995.05,523.81,13.31,33.80,152.20,1995.37,6.63,1119.96,28.45,"439,293.06",72.27,"28,349.12",22.20,,25.68,,1.43%,1.04,23.68,7.55%,4.79%,2.76%,,,,
1995.06,539.35,13.36,34.43,152.50,1995.46,6.17,1150.91,28.51,"452,367.71",73.47,"28,877.39",22.72,,26.26,,1.78%,1.00,24.57,7.46%,4.56%,2.90%,,,,
1995.07,557.37,13.44,34.68,152.50,1995.54,6.28,1189.37,28.68,"468,420.95",74.00,"29,145.52",23.38,,26.99,,1.53%,0.99,24.50,7.23%,4.42%,2.81%,,,,
1995.08,559.11,13.51,34.93,152.90,1995.62,6.49,1189.96,28.75,"469,597.71",74.34,"29,337.78",23.28,,26.86,,1.34%,1.03,24.19,7.18%,4.47%,2.71%,,,,
1995.09,578.77,13.58,35.18,153.20,1995.71,6.20,1229.39,28.85,"486,106.90",74.73,"29,547.56",23.95,,27.59,,1.51%,1.02,24.79,6.71%,4.17%,2.54%,,,,
1995.1,582.92,13.65,34.77,153.70,1995.79,6.04,1234.17,28.90,"488,952.05",73.62,"29,167.77",23.93,,27.54,,1.66%,1.01,25.13,6.34%,3.83%,2.51%,,,,
1995.11,595.53,13.72,34.37,153.60,1995.87,5.93,1261.69,29.07,"500,814.16",72.81,"28,900.86",24.35,,28.00,,1.67%,1.02,25.48,6.59%,3.74%,2.85%,,,,
1995.12,614.57,13.79,33.96,153.50,1995.96,5.71,1302.88,29.23,"518,129.67",71.99,"28,630.89",25.03,,28.75,,1.74%,1.01,26.04,6.50%,3.65%,2.84%,,,,
1996.01,614.42,13.89,33.99,154.40,1996.04,5.65,1294.97,29.28,"515,954.17",71.63,"28,540.05",24.76,,28.42,,1.87%,0.99,26.13,6.62%,3.62%,3.00%,,,,
1996.02,649.54,14.00,34.01,154.90,1996.12,5.81,1364.57,29.40,"544,661.57",71.46,"28,521.32",25.98,,29.78,,1.59%,0.97,25.86,6.02%,3.62%,2.40%,,,,
1996.03,647.07,14.10,34.04,155.70,1996.21,6.27,1352.40,29.47,"540,782.72",71.14,"28,448.61",25.63,,29.36,,1.28%,0.99,24.98,6.19%,3.84%,2.35%,,,,
1996.04,647.17,14.16,34.33,156.30,1996.29,6.51,1347.41,29.47,"539,772.20",71.48,"28,632.94",25.42,,29.10,,1.13%,0.99,24.58,6.21%,3.74%,2.46%,,,,
1996.05,661.23,14.21,34.62,156.60,1996.37,6.74,1374.05,29.54,"551,428.42",71.94,"28,871.12",25.81,,29.52,,0.83%,0.99,24.25,5.84%,3.77%,2.07%,,,,
1996.06,668.50,14.27,34.91,156.70,1996.46,6.91,1388.27,29.63,"558,126.48",72.50,"29,146.14",25.97,,29.67,,0.59%,1.01,24.08,5.40%,3.87%,1.53%,,,,
1996.07,644.07,14.40,35.27,157.00,1996.54,6.87,1334.98,29.85,"537,702.48",73.11,"29,447.95",24.86,,28.38,,0.82%,1.02,24.24,5.84%,3.83%,2.01%,,,,
1996.08,662.68,14.53,35.64,157.30,1996.62,6.64,1370.93,30.06,"553,192.86",73.72,"29,748.85",25.41,,28.99,,0.96%,0.99,24.74,5.76%,3.81%,1.95%,,,,
1996.09,674.88,14.66,36.00,157.80,1996.71,6.83,1391.75,30.23,"562,608.69",74.24,"30,011.13",25.68,,29.27,,0.72%,1.03,24.46,5.90%,4.15%,1.75%,,,,
1996.1,701.46,14.74,36.91,158.30,1996.79,6.53,1441.99,30.30,"583,940.64",75.88,"30,726.27",26.48,,30.16,,0.92%,1.03,25.05,5.94%,3.99%,1.95%,,,,
1996.11,735.67,14.82,37.82,158.60,1996.87,6.20,1509.46,30.41,"612,286.99",77.60,"31,477.01",27.59,,31.38,,1.11%,1.00,25.75,5.66%,3.87%,1.79%,,,,
1996.12,743.25,14.90,38.73,158.60,1996.96,6.30,1525.01,30.57,"619,629.13",79.47,"32,288.24",27.72,,31.51,,0.99%,0.98,25.69,5.75%,3.95%,1.80%,,,,
1997.01,766.22,14.95,39.23,159.10,1997.04,6.58,1567.20,30.58,"637,806.76",80.25,"32,658.07",28.33,,32.17,,0.60%,1.02,25.23,5.48%,3.98%,1.50%,,,,
1997.02,798.39,15.01,39.74,159.60,1997.12,6.42,1627.89,30.60,"663,540.96",81.02,"33,025.12",29.27,,33.19,,0.64%,0.99,25.58,5.18%,3.86%,1.32%,,,,
1997.03,792.16,15.06,40.24,160.00,1997.21,6.69,1611.14,30.63,"657,757.73",81.84,"33,412.66",28.80,,32.64,,0.40%,0.99,25.15,4.91%,4.11%,0.80%,,,,
1997.04,763.93,15.09,40.34,160.20,1997.29,6.89,1551.79,30.66,"634,568.55",81.95,"33,511.70",27.59,,31.23,,0.31%,1.02,24.90,5.65%,4.08%,1.57%,,,,
1997.05,833.09,15.13,40.45,160.10,1997.37,6.71,1693.33,30.75,"693,497.21",82.21,"33,669.44",29.93,,33.84,,0.17%,1.02,25.39,5.00%,3.81%,1.19%,,,,
1997.06,876.29,15.16,40.55,160.30,1997.46,6.49,1778.92,30.78,"729,598.83",82.32,"33,761.92",31.26,,35.31,,0.22%,1.03,25.90,4.49%,3.34%,1.15%,,,,
1997.07,925.29,15.22,40.58,160.50,1997.54,6.22,1876.05,30.85,"770,490.69",82.28,"33,791.04",32.77,,36.97,,0.33%,1.00,26.53,3.98%,3.22%,0.76%,,,,
1997.08,927.24,15.27,40.61,160.80,1997.62,6.30,1876.50,30.91,"771,731.81",82.18,"33,799.26",32.59,,36.73,,0.23%,1.01,26.46,3.54%,3.57%,-0.03%,,,,
1997.09,937.02,15.33,40.64,161.20,1997.71,6.21,1891.58,30.95,"778,997.05",82.04,"33,786.30",32.67,,36.78,,0.29%,1.02,26.71,3.73%,3.61%,0.12%,,,,
1997.1,951.16,15.39,40.33,161.60,1997.79,6.03,1915.37,30.98,"789,858.46",81.22,"33,493.42",32.90,,37.00,,0.44%,1.02,27.14,3.87%,3.45%,0.41%,,,,
1997.11,938.92,15.44,40.03,161.50,1997.87,5.88,1891.90,31.12,"781,246.31",80.65,"33,304.98",32.34,,36.32,,0.63%,1.01,27.59,3.41%,3.57%,-0.16%,,,,
1997.12,962.37,15.50,39.72,161.30,1997.96,5.81,1941.55,31.27,"802,827.30",80.13,"33,135.18",33.03,,37.06,,0.62%,1.03,27.91,3.26%,3.54%,-0.28%,,,,
1998.01,963.36,15.55,39.66,161.60,1998.04,5.54,1939.94,31.31,"803,240.24",79.86,"33,068.12",32.86,,36.83,,0.90%,1.00,28.57,2.50%,3.58%,-1.08%,,,,
1998.02,1023.74,15.60,39.60,161.90,1998.12,5.57,2057.71,31.36,"853,084.73",79.60,"32,998.76",34.71,,38.86,,0.70%,1.00,28.58,1.69%,3.58%,-1.89%,,,,
1998.03,1076.83,15.64,39.54,162.20,1998.21,5.65,2160.42,31.38,"896,749.14",79.33,"32,927.63",36.30,,40.58,,0.47%,1.01,28.49,0.83%,3.75%,-2.92%,,,,
1998.04,1112.20,15.75,39.35,162.50,1998.29,5.64,2227.26,31.54,"925,585.21",78.80,"32,747.51",37.28,,41.63,,0.37%,1.00,28.59,0.87%,3.54%,-2.67%,,,,
1998.05,1108.42,15.85,39.16,162.80,1998.37,5.65,2215.60,31.68,"921,836.81",78.28,"32,568.10",36.96,,41.22,,0.37%,1.02,28.65,1.08%,3.29%,-2.21%,,,,
1998.06,1108.39,15.95,38.97,163.00,1998.46,5.50,2212.82,31.84,"921,784.87",77.80,"32,409.13",36.80,,40.99,,0.50%,1.01,29.08,0.54%,2.88%,-2.34%,,,,
1998.07,1156.58,16.02,38.68,163.20,1998.54,5.46,2306.20,31.94,"961,791.65",77.12,"32,162.87",38.26,,42.56,,0.41%,1.01,29.26,-0.56%,2.87%,-3.43%,,,,
1998.08,1074.62,16.08,38.38,163.40,1998.62,5.34,2140.15,32.03,"893,654.54",76.44,"31,919.57",35.42,,39.36,,0.70%,1.05,29.63,0.42%,2.92%,-2.50%,,,,
1998.09,1020.64,16.14,38.09,163.60,1998.71,4.81,2030.16,32.10,"848,844.27",75.77,"31,678.63",33.53,,37.21,,1.34%,1.03,30.96,0.46%,2.69%,-2.23%,,,,
1998.1,1032.47,16.17,37.96,164.00,1998.79,4.53,2048.68,32.08,"857,706.40",75.33,"31,537.35",33.77,,37.44,,1.59%,0.98,31.70,-1.79%,2.48%,-4.27%,,,,
1998.11,1144.43,16.18,37.84,164.00,1998.87,4.83,2270.84,32.11,"951,835.54",75.08,"31,469.22",37.37,,41.38,,0.99%,1.02,31.07,-3.49%,3.15%,-6.64%,,,,
1998.12,1190.05,16.20,37.71,163.90,1998.96,4.65,2362.80,32.16,"991,505.61",74.87,"31,418.58",38.82,,42.93,,1.05%,1.00,31.66,-3.82%,4.06%,-7.88%,,,,
1999.01,1248.77,16.28,37.93,164.30,1999.04,4.72,2473.36,32.25,"1,039,023.74",75.13,"31,561.96",40.58,,44.81,,0.84%,0.98,31.53,-4.41%,3.99%,-8.40%,,,,
1999.02,1246.58,16.37,38.16,164.50,1999.12,5.00,2466.02,32.38,"1,037,073.97",75.48,"31,743.88",40.40,,44.56,,0.54%,0.99,30.92,-5.10%,3.84%,-8.94%,,,,
