Date,Category,Value
2023-07-12,Magnificent 7,9955.61680408697
2023-07-12,Rest of S&P 500,24927.23241466303
2023-07-13,Magnificent 7,10155.372159674354
2023-07-13,Rest of S&P 500,25022.94014501314
2023-07-14,Magnificent 7,10174.933746213084
2023-07-14,Rest of S&P 500,24967.341644411914
2023-07-17,Magnificent 7,10268.07679569998
2023-07-17,Rest of S&P 500,25009.68550898752
2023-07-18,Magnificent 7,10389.714335648716
2023-07-18,Rest of S&P 500,25139.129512007537
2023-07-19,Magnificent 7,10386.129962739667
2023-07-19,Rest of S&P 500,25226.487713041584
2023-07-20,Magnificent 7,10062.078363393284
2023-07-20,Rest of S&P 500,25309.908550669217
2023-07-21,Magnificent 7,9970.391372772943
2023-07-21,Rest of S&P 500,25413.059408477056
2023-07-24,Magnificent 7,10019.574891727196
2023-07-24,Rest of S&P 500,25506.61817467905
2023-07-25,Magnificent 7,10102.077324910002
2023-07-25,Rest of S&P 500,25524.110370402494
2023-07-26,Magnificent 7,10049.170481658777
2023-07-26,Rest of S&P 500,25571.479518341224
2023-07-27,Magnificent 7,9991.476730990757
2023-07-27,Rest of S&P 500,25400.322487759244
2023-07-28,Magnificent 7,10232.216797862146
2023-07-28,Rest of S&P 500,25509.177049794103
2023-07-31,Magnificent 7,10227.814212174637
2023-07-31,Rest of S&P 500,25566.073483137865
2023-08-01,Magnificent 7,10172.932026432856
2023-08-01,Rest of S&P 500,25525.56182122339
2023-08-02,Magnificent 7,9913.020886106688
2023-08-02,Rest of S&P 500,25291.42218029956
2023-08-03,Magnificent 7,9915.07602968065
2023-08-03,Rest of S&P 500,25199.6670367256
2023-08-04,Magnificent 7,9881.740905650173
2023-08-04,Rest of S&P 500,25046.89141856858
2023-08-07,Magnificent 7,9923.487416567767
2023-08-07,Rest of S&P 500,25320.34412640098
2023-08-08,Magnificent 7,9850.027460466308
2023-08-08,Rest of S&P 500,25245.135625471194
2023-08-09,Magnificent 7,9673.959362330446
2023-08-09,Rest of S&P 500,25174.178332982054
2023-08-10,Magnificent 7,9691.207187726812
2023-08-10,Rest of S&P 500,25165.66742164819
2023-08-11,Magnificent 7,9620.671874318661
2023-08-11,Rest of S&P 500,25198.91660224384
2023-08-14,Magnificent 7,9771.127008933965
2023-08-14,Rest of S&P 500,25248.69066684728
2023-08-15,Magnificent 7,9658.634480379607
2023-08-15,Rest of S&P 500,24956.672453214138
2023-08-16,Magnificent 7,9553.950150756968
2023-08-16,Rest of S&P 500,24799.82445861803
2023-08-17,Magnificent 7,9441.46954069563
2023-08-17,Rest of S&P 500,24647.337392898116
2023-08-18,Magnificent 7,9405.889423034661
2023-08-18,Rest of S&P 500,24677.848272277835
2023-08-21,Magnificent 7,9641.95484172928
2023-08-21,Rest of S&P 500,24676.25131061447
2023-08-22,Magnificent 7,9635.843253430592
2023-08-22,Rest of S&P 500,24587.045223131907
2023-08-23,Magnificent 7,9820.225326528496
2023-08-23,Rest of S&P 500,24780.6508453465
2023-08-24,Magnificent 7,9607.495488178067
2023-08-24,Rest of S&P 500,24527.72296885318
2023-08-25,Magnificent 7,9675.771580152446
2023-08-25,Rest of S&P 500,24688.766115160055
2023-08-28,Magnificent 7,9740.28935482271
2023-08-28,Rest of S&P 500,24839.529102208544
2023-08-29,Magnificent 7,9996.788780361458
2023-08-29,Rest of S&P 500,25084.72430557604
2023-08-30,Magnificent 7,10064.922217498592
2023-08-30,Rest of S&P 500,25151.06469656391
2023-08-31,Magnificent 7,10101.560453728927
2023-08-31,Rest of S&P 500,25058.18876502107
2023-09-01,Magnificent 7,10066.654721389816
2023-09-01,Rest of S&P 500,25156.35143095393
2023-09-05,Magnificent 7,10144.737708909284
2023-09-05,Rest of S&P 500,24930.53690046571
2023-09-06,Magnificent 7,9959.248571718752
2023-09-06,Rest of S&P 500,24871.495275937494
2023-09-07,Magnificent 7,9868.142506875058
2023-09-07,Rest of S&P 500,24850.750559531192
2023-09-08,Magnificent 7,9891.721159447514
2023-09-08,Rest of S&P 500,24876.702668677484
2023-09-11,Magnificent 7,10085.746930217636
2023-09-11,Rest of S&P 500,24916.44076509486
2023-09-12,Magnificent 7,9926.260590622978
2023-09-12,Rest of S&P 500,24876.55864765827
2023-09-13,Magnificent 7,10008.677917220148
2023-09-13,Rest of S&P 500,24837.353625748598
2023-09-14,Magnificent 7,10089.492905436822
2023-09-14,Rest of S&P 500,25050.287856281928
2023-09-15,Magnificent 7,9895.49425941099
2023-09-15,Rest of S&P 500,24817.00036949526
2023-09-18,Magnificent 7,9906.739685696977
2023-09-18,Rest of S&P 500,24830.792638521772
2023-09-19,Magnificent 7,9892.398663266982
2023-09-19,Rest of S&P 500,24770.412860170516
2023-09-20,Magnificent 7,9676.803279255602
2023-09-20,Rest of S&P 500,24660.358244181894
2023-09-21,Magnificent 7,9501.027123071135
2023-09-21,Rest of S&P 500,24272.972876928863
2023-09-22,Magnificent 7,9477.510102212565
2023-09-22,Rest of S&P 500,24218.95835481868
2023-09-25,Magnificent 7,9553.865556404933
2023-09-25,Rest of S&P 500,24278.165986563814
2023-09-26,Magnificent 7,9361.796625007551
2023-09-26,Rest of S&P 500,23971.7356992112
2023-09-27,Magnificent 7,9354.412383977437
2023-09-27,Rest of S&P 500,23986.763787897562
2023-09-28,Magnificent 7,9422.757211354276
2023-09-28,Rest of S&P 500,24114.90431208322
2023-09-29,Magnificent 7,9464.20164860409
2023-09-29,Rest of S&P 500,23982.58682795841
2023-10-02,Magnificent 7,9639.751658157506
2023-10-02,Rest of S&P 500,23809.691408248742
2023-10-03,Magnificent 7,9437.509961211019
2023-10-03,Rest of S&P 500,23552.20156222648
2023-10-04,Magnificent 7,9608.675867961056
2023-10-04,Rest of S&P 500,23648.574132038942
2023-10-05,Magnificent 7,9628.087486162382
2023-10-05,Rest of S&P 500,23585.794056806364
2023-10-06,Magnificent 7,9810.139549372565
2023-10-06,Rest of S&P 500,23796.16045062743
2023-10-09,Magnificent 7,9850.440957936022
2023-10-09,Rest of S&P 500,23967.708260813975
2023-10-10,Magnificent 7,9875.60268042272
2023-10-10,Rest of S&P 500,24118.671147702276
2023-10-11,Magnificent 7,10000.51173010943
2023-10-11,Rest of S&P 500,24139.699793328073
2023-10-12,Magnificent 7,9982.57383415143
2023-10-12,Rest of S&P 500,23944.38309944232
2023-10-13,Magnificent 7,9811.538298587384
2023-10-13,Rest of S&P 500,23945.14402563136
2023-10-16,Magnificent 7,9923.776256240439
2023-10-16,Rest of S&P 500,24190.536829697063
2023-10-17,Magnificent 7,9845.49001479131
2023-10-17,Rest of S&P 500,24265.47150864619
2023-10-18,Magnificent 7,9668.205988816626
2023-10-18,Rest of S&P 500,23985.674772902123
2023-10-19,Magnificent 7,9586.791749022977
2023-10-19,Rest of S&P 500,23781.608250977024
2023-10-20,Magnificent 7,9414.78518280195
2023-10-20,Rest of S&P 500,23533.66403594805
2023-10-23,Magnificent 7,9506.441253901941
2023-10-23,Rest of S&P 500,23386.471050785556
2023-10-24,Magnificent 7,9584.76275879213
2023-10-24,Rest of S&P 500,23547.14261230162
2023-10-25,Magnificent 7,9384.159077114897
2023-10-25,Rest of S&P 500,23272.64707522885
2023-10-26,Magnificent 7,9108.871486172531
2023-10-26,Rest of S&P 500,23161.52236148372
2023-10-27,Magnificent 7,9256.537652842784
2023-10-27,Rest of S&P 500,22858.949261219714
2023-10-30,Magnificent 7,9403.806422289783
2023-10-30,Rest of S&P 500,23097.388206616466
2023-10-31,Magnificent 7,9417.847025089828
2023-10-31,Rest of S&P 500,23293.791451472673
2023-11-01,Magnificent 7,9654.755874967383
2023-11-01,Rest of S&P 500,23400.551058626363
2023-11-02,Magnificent 7,9810.578170057215
2023-11-02,Rest of S&P 500,23868.10415416153
2023-11-03,Magnificent 7,9894.146540832138
2023-11-03,Rest of S&P 500,24100.90424041786
2023-11-06,Magnificent 7,9996.378421978477
2023-11-06,Rest of S&P 500,24058.265425677768
2023-11-07,Magnificent 7,10120.555487212485
2023-11-07,Rest of S&P 500,24030.807598725012
2023-11-08,Magnificent 7,10170.884436703787
2023-11-08,Rest of S&P 500,24014.797887514957
2023-11-09,Magnificent 7,10090.914130414172
2023-11-09,Rest of S&P 500,23818.41663130457
2023-11-10,Magnificent 7,10330.650519550405
2023-11-10,Rest of S&P 500,24108.22330857459
2023-11-13,Magnificent 7,10310.083838008994
2023-11-13,Rest of S&P 500,24100.00463855351
2023-11-14,Magnificent 7,10504.261196839607
2023-11-14,Rest of S&P 500,24562.200326597893
2023-11-15,Magnificent 7,10483.298950435445
2023-11-15,Rest of S&P 500,24639.16413550205
2023-11-16,Magnificent 7,10551.996518802127
2023-11-16,Rest of S&P 500,24612.27730932287
2023-11-17,Magnificent 7,10520.96310764167
2023-11-17,Rest of S&P 500,24688.393044702076
2023-11-20,Magnificent 7,10659.877613555087
2023-11-20,Rest of S&P 500,24809.685472382414
2023-11-21,Magnificent 7,10597.197037202222
2023-11-21,Rest of S&P 500,24800.684505766523
2023-11-22,Magnificent 7,10637.517691956571
2023-11-22,Rest of S&P 500,24904.119222105925
2023-11-24,Magnificent 7,10578.981001502327
2023-11-24,Rest of S&P 500,24983.86977974767
2023-11-27,Magnificent 7,10599.727044056024
2023-11-27,Rest of S&P 500,24893.628327037724
2023-11-28,Magnificent 7,10670.135228228435
2023-11-28,Rest of S&P 500,24858.007838177815
2023-11-29,Magnificent 7,10590.974999073731
2023-11-29,Rest of S&P 500,24903.549610301263
2023-11-30,Magnificent 7,10525.519508731482
2023-11-30,Rest of S&P 500,25103.31896783102
2023-12-01,Magnificent 7,10509.036265681478
2023-12-01,Rest of S&P 500,25329.07682025602
2023-12-04,Magnificent 7,10353.155484602503
2023-12-04,Rest of S&P 500,25291.12683961625
2023-12-05,Magnificent 7,10500.50879859656
2023-12-05,Rest of S&P 500,25123.49657249719
2023-12-06,Magnificent 7,10400.851343651495
2023-12-06,Rest of S&P 500,25083.9994375985
2023-12-07,Magnificent 7,10567.507967078718
2023-12-07,Rest of S&P 500,25200.09281417128
2023-12-08,Magnificent 7,10646.601166005386
2023-12-08,Rest of S&P 500,25267.485748057115
2023-12-11,Magnificent 7,10510.771896870785
2023-12-11,Rest of S&P 500,25544.259646097962
2023-12-12,Magnificent 7,10603.56551031333
2023-12-12,Rest of S&P 500,25617.296013124163
2023-12-13,Magnificent 7,10685.072165206546
2023-12-13,Rest of S&P 500,26030.228616043452
2023-12-14,Magnificent 7,10648.717737346855
2023-12-14,Rest of S&P 500,26163.77073921564
2023-12-15,Magnificent 7,10732.092546152384
2023-12-15,Rest of S&P 500,26077.588996816365
2023-12-18,Magnificent 7,10828.990486633986
2023-12-18,Rest of S&P 500,26147.37797039726
2023-12-19,Magnificent 7,10868.774080017678
2023-12-19,Rest of S&P 500,26324.51283404482
2023-12-20,Magnificent 7,10738.335506061478
2023-12-20,Rest of S&P 500,25908.79525565727
2023-12-21,Magnificent 7,10844.172243772284
2023-12-21,Rest of S&P 500,26180.477756227716
2023-12-22,Magnificent 7,10825.751363678168
2023-12-22,Rest of S&P 500,26260.36172225933
2023-12-26,Magnificent 7,10845.91361955839
2023-12-26,Rest of S&P 500,26397.136380441603
2023-12-27,Magnificent 7,10861.57308708088
2023-12-27,Rest of S&P 500,26434.75152229412
2023-12-28,Magnificent 7,10852.487667445204
2023-12-28,Rest of S&P 500,26457.643094273546
2023-12-29,Magnificent 7,10799.099915582356
2023-12-29,Rest of S&P 500,26405.57469379264
2024-01-02,Magnificent 7,10580.41814182969
2024-01-02,Rest of S&P 500,26413.65646754531
2024-01-03,Magnificent 7,10495.170145732149
2024-01-03,Rest of S&P 500,26202.3483112991
2024-01-04,Magnificent 7,10399.555518295872
2024-01-04,Rest of S&P 500,26172.149852797877
2024-01-05,Magnificent 7,10426.515968810794
2024-01-05,Rest of S&P 500,26211.9578593142
2024-01-08,Magnificent 7,10701.72475703251
2024-01-08,Rest of S&P 500,26453.887547654987
2024-01-09,Magnificent 7,10740.717848352462
2024-01-09,Rest of S&P 500,26359.982151647535
2024-01-10,Magnificent 7,10894.34500979554
2024-01-10,Rest of S&P 500,26416.56651364196
2024-01-11,Magnificent 7,10900.91325231472
2024-01-11,Rest of S&P 500,26384.960575810277
2024-01-12,Magnificent 7,10911.180240447644
2024-01-12,Rest of S&P 500,26402.694368927358
2024-01-16,Magnificent 7,10903.101950371565
2024-01-16,Rest of S&P 500,26271.541897284682
2024-01-17,Magnificent 7,10841.420059048922
2024-01-17,Rest of S&P 500,26124.417636263577
2024-01-18,Magnificent 7,11021.683779140814
2024-01-18,Rest of S&P 500,26269.647763827936
2024-01-19,Magnificent 7,11210.940905552256
2024-01-19,Rest of S&P 500,26539.577551478993
2024-01-22,Magnificent 7,11210.060244164228
2024-01-22,Rest of S&P 500,26623.295126929523
2024-01-23,Magnificent 7,11279.62180546767
2024-01-23,Rest of S&P 500,26664.258956251077
2024-01-24,Magnificent 7,11358.869688838424
2024-01-24,Rest of S&P 500,26615.818787724078
2024-01-25,Magnificent 7,11326.432585915267
2024-01-25,Rest of S&P 500,26848.016632834733
2024-01-26,Magnificent 7,11300.329757792708
2024-01-26,Rest of S&P 500,26849.23791798854
2024-01-29,Magnificent 7,11438.405662127007
2024-01-29,Rest of S&P 500,26999.449708966742
2024-01-30,Magnificent 7,11347.73435687158
2024-01-30,Rest of S&P 500,27067.03331890967
2024-01-31,Magnificent 7,11041.49406846278
2024-01-31,Rest of S&P 500,26754.57516981847
2024-02-01,Magnificent 7,11224.352603291865
2024-02-01,Rest of S&P 500,27043.92893967688
2024-02-02,Magnificent 7,11651.618561040501
2024-02-02,Rest of S&P 500,27025.538372553245
2024-02-05,Magnificent 7,11649.643937062012
2024-02-05,Rest of S&P 500,26904.274519969236
2024-02-06,Magnificent 7,11638.55667496778
2024-02-06,Rest of S&P 500,27004.437172688464
2024-02-07,Magnificent 7,11811.933760590544
2024-02-07,Rest of S&P 500,27149.5346964407
2024-02-08,Magnificent 7,11787.526309895211
2024-02-08,Rest of S&P 500,27196.172908854787
2024-02-09,Magnificent 7,11982.892744831119
2024-02-09,Rest of S&P 500,27224.66418876263
2024-02-12,Magnificent 7,11874.596591687856
2024-02-12,Rest of S&P 500,27295.75418956214
2024-02-13,Magnificent 7,11689.250338713071
2024-02-13,Rest of S&P 500,26945.475051911926
2024-02-14,Magnificent 7,11821.732692028037
2024-02-14,Rest of S&P 500,27183.10422203446
2024-02-15,Magnificent 7,11797.197279388734
2024-02-15,Rest of S&P 500,27434.696568267515
2024-02-16,Magnificent 7,11714.0977171663
2024-02-16,Rest of S&P 500,27329.346911739947
2024-02-20,Magnificent 7,11570.502855406827
2024-02-20,Rest of S&P 500,27238.473316468175
2024-02-21,Magnificent 7,11549.853480185808
2024-02-21,Rest of S&P 500,27308.18499637669
2024-02-22,Magnificent 7,12039.13567816947
2024-02-22,Rest of S&P 500,27639.696646049277
2024-02-23,Magnificent 7,11990.176731445466
2024-02-23,Rest of S&P 500,27702.46174511703
2024-02-26,Magnificent 7,11936.42805342199
2024-02-26,Rest of S&P 500,27605.904270796756
2024-02-27,Magnificent 7,11955.485778639297
2024-02-27,Rest of S&P 500,27654.31959245445
2024-02-28,Magnificent 7,11896.905734073816
2024-02-28,Rest of S&P 500,27647.22043780118
2024-02-29,Magnificent 7,12028.930150287973
2024-02-29,Rest of S&P 500,27721.976002055773
2024-03-01,Magnificent 7,12140.414416990381
2024-03-01,Rest of S&P 500,27928.81019238462
2024-03-04,Magnificent 7,12055.31203441634
2024-03-04,Rest of S&P 500,27966.09948902116
2024-03-05,Magnificent 7,11827.259144441276
2024-03-05,Rest of S&P 500,27786.210093839974
2024-03-06,Magnificent 7,11859.853804599006
2024-03-06,Rest of S&P 500,27957.27236727599
2024-03-07,Magnificent 7,12100.749475457611
2024-03-07,Rest of S&P 500,28126.657458136135
2024-03-08,Magnificent 7,11945.49373747429
2024-03-08,Rest of S&P 500,28019.28780549446
2024-03-11,Magnificent 7,11856.466809740168
2024-03-11,Rest of S&P 500,28063.464733228582
2024-03-12,Magnificent 7,12167.29975800505
2024-03-12,Rest of S&P 500,28199.806394338695
2024-03-13,Magnificent 7,12094.397248663025
2024-03-13,Rest of S&P 500,28195.021208368227
2024-03-14,Magnificent 7,12135.750440105312
2024-03-14,Rest of S&P 500,28037.993407550934
2024-03-15,Magnificent 7,11992.444277966093
2024-03-15,Rest of S&P 500,27920.856503283907
2024-03-18,Magnificent 7,12130.314999244642
2024-03-18,Rest of S&P 500,28035.160391380356
2024-03-19,Magnificent 7,12219.394074976093
2024-03-19,Rest of S&P 500,28172.9820968989
2024-03-20,Magnificent 7,12377.520163884174
2024-03-20,Rest of S&P 500,28374.51675017832
2024-03-21,Magnificent 7,12315.54548916604
2024-03-21,Rest of S&P 500,28568.386835052705
2024-03-22,Magnificent 7,12416.934921645689
2024-03-22,Rest of S&P 500,28409.67044944806
2024-03-25,Magnificent 7,12366.86449880968
2024-03-25,Rest of S&P 500,28335.017044159067
2024-03-26,Magnificent 7,12271.682292133253
2024-03-26,Rest of S&P 500,28316.242317241744
2024-03-27,Magnificent 7,12286.986278857958
2024-03-27,Rest of S&P 500,28651.23754926704
2024-03-28,Magnificent 7,12232.378677783801
2024-03-28,Rest of S&P 500,28751.55208393495
2024-04-01,Magnificent 7,12282.805728917454
2024-04-01,Rest of S&P 500,28618.600423426295
2024-04-02,Magnificent 7,12196.377009221918
2024-04-02,Rest of S&P 500,28408.94144780933
2024-04-03,Magnificent 7,12235.721782793085
2024-04-03,Rest of S&P 500,28413.90204533191
2024-04-04,Magnificent 7,12097.39310210613
2024-04-04,Rest of S&P 500,28050.84459320637
2024-04-05,Magnificent 7,12296.183688233064
2024-04-05,Rest of S&P 500,28297.66709301693
2024-04-08,Magnificent 7,12275.745598158659
2024-04-08,Rest of S&P 500,28302.89746824759
2024-04-09,Magnificent 7,12285.92797605854
2024-04-09,Rest of S&P 500,28351.371242691457
2024-04-10,Magnificent 7,12266.66126050501
2024-04-10,Rest of S&P 500,27986.331805901238
2024-04-11,Magnificent 7,12562.92642083253
2024-04-11,Rest of S&P 500,27989.74203619872
2024-04-12,Magnificent 7,12404.65572074379
2024-04-12,Rest of S&P 500,27557.94349800621
2024-04-15,Magnificent 7,12133.865597282991
2024-04-15,Rest of S&P 500,27348.329031623256
2024-04-16,Magnificent 7,12105.182661000716
2024-04-16,Rest of S&P 500,27295.81655774928
2024-04-17,Magnificent 7,11949.481713968318
2024-04-17,Rest of S&P 500,27223.75598134418
2024-04-18,Magnificent 7,11874.59498107462
2024-04-18,Rest of S&P 500,27212.14193298788
2024-04-19,Magnificent 7,11486.45858590804
2024-04-19,Rest of S&P 500,27257.935261748207
2024-04-22,Magnificent 7,11618.126222022673
2024-04-22,Rest of S&P 500,27464.55453969608
2024-04-23,Magnificent 7,11828.752019506395
2024-04-23,Rest of S&P 500,27721.536457056103
2024-04-24,Magnificent 7,11829.937893528551
2024-04-24,Rest of S&P 500,27728.775192408946
2024-04-25,Magnificent 7,11705.500135654413
2024-04-25,Rest of S&P 500,27672.17525497059
2024-04-26,Magnificent 7,12027.85684523361
2024-04-26,Rest of S&P 500,27751.830850078884
2024-04-29,Magnificent 7,12103.453829648364
2024-04-29,Rest of S&P 500,27802.671560976632
2024-04-30,Magnificent 7,11804.969161271336
2024-04-30,Rest of S&P 500,27473.41238169741
2024-05-01,Magnificent 7,11806.983932866842
2024-05-01,Rest of S&P 500,27336.459133539403
2024-05-02,Magnificent 7,12032.92765787749
2024-05-02,Rest of S&P 500,27467.83386556001
2024-05-03,Magnificent 7,12367.247805359677
2024-05-03,Rest of S&P 500,27629.514499327823
2024-05-06,Magnificent 7,12547.846483060377
2024-05-06,Rest of S&P 500,27861.92734506462
2024-05-07,Magnificent 7,12489.8906811485
2024-05-07,Rest of S&P 500,27974.170842289
2024-05-08,Magnificent 7,12480.469559019883
2024-05-08,Rest of S&P 500,27983.355831605113
2024-05-09,Magnificent 7,12496.252622610195
2024-05-09,Rest of S&P 500,28173.571986764804
2024-05-10,Magnificent 7,12483.730780647837
2024-05-10,Rest of S&P 500,28253.174590445917
2024-05-13,Magnificent 7,12523.040788400327
2024-05-13,Rest of S&P 500,28204.034602224667
2024-05-14,Magnificent 7,12623.42835321978
2024-05-14,Rest of S&P 500,28300.677017873968
2024-05-15,Magnificent 7,12800.16083246714
2024-05-15,Rest of S&P 500,28603.40840581411
2024-05-16,Magnificent 7,12749.217547435193
2024-05-16,Rest of S&P 500,28568.163214283555
2024-05-17,Magnificent 7,12726.407032542587
2024-05-17,Rest of S&P 500,28639.09911980116
2024-05-20,Magnificent 7,12814.753122158963
2024-05-20,Rest of S&P 500,28588.659963778537
2024-05-21,Magnificent 7,12906.724619297273
2024-05-21,Rest of S&P 500,28600.27459945272
2024-05-22,Magnificent 7,12862.262295560462
2024-05-22,Rest of S&P 500,28532.41387631454
2024-05-23,Magnificent 7,12928.261550670382
2024-05-23,Rest of S&P 500,28160.889230579618
2024-05-24,Magnificent 7,13112.210488594845
2024-05-24,Rest of S&P 500,28264.607187186404
2024-05-28,Magnificent 7,13312.601267723629
2024-05-28,Rest of S&P 500,28074.51103696387
2024-05-29,Magnificent 7,13312.810961934596
2024-05-29,Rest of S&P 500,27769.400561502905
2024-05-30,Magnificent 7,13057.88615514754
2024-05-30,Rest of S&P 500,27778.857692508704
2024-05-31,Magnificent 7,13022.921658382504
2024-05-31,Rest of S&P 500,28141.654513492496
2024-06-03,Magnificent 7,13208.925803852764
2024-06-03,Rest of S&P 500,28001.593434428483
2024-06-04,Magnificent 7,13275.409909519554
2024-06-04,Rest of S&P 500,27997.040871730445
2024-06-05,Magnificent 7,13571.93350338486
2024-06-05,Rest of S&P 500,28189.498820833884
2024-06-06,Magnificent 7,13574.6050971625
2024-06-06,Rest of S&P 500,28178.482598149996
2024-06-07,Magnificent 7,13578.516163041808
2024-06-07,Rest of S&P 500,28128.00766508319
2024-06-10,Magnificent 7,13617.10452850379
2024-06-10,Rest of S&P 500,28197.057776183705
2024-06-11,Magnificent 7,13848.507852747929
2024-06-11,Rest of S&P 500,28078.986776158323
2024-06-12,Magnificent 7,14129.368568686097
2024-06-12,Rest of S&P 500,28154.663755532652
2024-06-13,Magnificent 7,14216.538110713696
2024-06-13,Rest of S&P 500,28166.635717411304
2024-06-14,Magnificent 7,14247.275877430004
2024-06-14,Rest of S&P 500,28119.204884288745
2024-06-17,Magnificent 7,14372.98654403689
2024-06-17,Rest of S&P 500,28318.20730361936
2024-06-18,Magnificent 7,14385.029201636586
2024-06-18,Rest of S&P 500,28413.80312258216
2024-06-20,Magnificent 7,14232.067576846614
2024-06-20,Rest of S&P 500,28458.657813778384
2024-06-21,Magnificent 7,14168.527591521197
2024-06-21,Rest of S&P 500,28455.5093225413
2024-06-24,Magnificent 7,13924.649245536488
2024-06-24,Rest of S&P 500,28568.73766852601
2024-06-25,Magnificent 7,14233.563541273523
2024-06-25,Rest of S&P 500,28426.974935288978
2024-06-26,Magnificent 7,14423.652135116126
2024-06-26,Rest of S&P 500,28303.967103165123
2024-06-27,Magnificent 7,14454.28325655119
2024-06-27,Rest of S&P 500,28312.103657511303
2024-06-28,Magnificent 7,14249.13458633247
2024-06-28,Rest of S&P 500,28342.609261323778
2024-07-01,Magnificent 7,14517.376856084154
2024-07-01,Rest of S&P 500,28188.323925165845
2024-07-02,Magnificent 7,14672.753731125884
2024-07-02,Rest of S&P 500,28297.52244074911
2024-07-03,Magnificent 7,14867.700236535366
2024-07-03,Rest of S&P 500,28321.05591580838
2024-07-05,Magnificent 7,15063.82072168664
2024-07-05,Rest of S&P 500,28360.26082128211
2024-07-08,Magnificent 7,15098.502171870028
2024-07-08,Rest of S&P 500,28369.728589848717
2024-07-09,Magnificent 7,15172.090891517839
2024-07-09,Rest of S&P 500,28328.352956138413
2024-07-10,Magnificent 7,15401.086084559078
2024-07-10,Rest of S&P 500,28543.413134190916
2024-07-11,Magnificent 7,14849.577145847068
2024-07-11,Rest of S&P 500,28709.835158840426
2024-07-12,Magnificent 7,14914.489588322213
2024-07-12,Rest of S&P 500,28885.241173396535
2024-07-15,Magnificent 7,14953.030149806893
2024-07-15,Rest of S&P 500,28970.487525974357
2024-07-16,Magnificent 7,14863.35500485444
2024-07-16,Rest of S&P 500,29340.806518583056
2024-07-17,Magnificent 7,14370.42471012129
2024-07-17,Rest of S&P 500,29218.081442222458
2024-07-18,Magnificent 7,14322.151524346842
2024-07-18,Rest of S&P 500,28925.649256903158
2024-07-19,Magnificent 7,14185.202851210595
2024-07-19,Rest of S&P 500,28753.797148789403
2024-07-22,Magnificent 7,14440.167511601669
2024-07-22,Rest of S&P 500,28962.231707148327
2024-07-23,Magnificent 7,14474.229555314223
2024-07-23,Rest of S&P 500,28860.544272810774
2024-07-24,Magnificent 7,13786.225654770558
2024-07-24,Rest of S&P 500,28545.38743116694
2024-07-25,Magnificent 7,13601.472744588023
2024-07-25,Rest of S&P 500,28512.444931193222
2024-07-26,Magnificent 7,13729.685425350734
2024-07-26,Rest of S&P 500,28851.295336368014
2024-07-29,Magnificent 7,13771.858463294171
2024-07-29,Rest of S&P 500,28843.75384139333
2024-07-30,Magnificent 7,13512.581584017846
2024-07-30,Rest of S&P 500,28891.649958950904
2024-07-31,Magnificent 7,13970.269153000267
2024-07-31,Rest of S&P 500,29103.669323562233
2024-08-01,Magnificent 7,13680.29199476236
2024-08-01,Rest of S&P 500,28803.81337633139
2024-08-02,Magnificent 7,13343.8512300943
2024-08-02,Rest of S&P 500,28359.31722693695
2024-08-05,Magnificent 7,12752.112855055657
2024-08-05,Rest of S&P 500,27701.261754319345
2024-08-06,Magnificent 7,12897.12893408552
2024-08-06,Rest of S&P 500,27975.103390133227
2024-08-07,Magnificent 7,12768.721936926557
2024-08-07,Rest of S&P 500,27787.37806307344
2024-08-08,Magnificent 7,13117.220081991381
2024-08-08,Rest of S&P 500,28373.398375039866
2024-08-09,Magnificent 7,13222.540363631095
2024-08-09,Rest of S&P 500,28461.908855118905
2024-08-12,Magnificent 7,13332.944529114448
2024-08-12,Rest of S&P 500,28353.2985372918
2024-08-13,Magnificent 7,13722.98653008353
2024-08-13,Rest of S&P 500,28665.568841010216
2024-08-14,Magnificent 7,13749.05461016085
2024-08-14,Rest of S&P 500,28801.58308515165
2024-08-15,Magnificent 7,14096.310173700631
2024-08-15,Rest of S&P 500,29140.80750208062
2024-08-16,Magnificent 7,14127.819390344577
2024-08-16,Rest of S&P 500,29195.330609655422
2024-08-19,Magnificent 7,14339.530340531655
2024-08-19,Rest of S&P 500,29404.819659468343
2024-08-20,Magnificent 7,14304.991660855267
2024-08-20,Rest of S&P 500,29352.54525320723
2024-08-21,Magnificent 7,14359.842451633289
2024-08-21,Rest of S&P 500,29482.78831008546
2024-08-22,Magnificent 7,14050.115914162918
2024-08-22,Rest of S&P 500,29400.87715224333
2024-08-23,Magnificent 7,14273.834140220693
2024-08-23,Rest of S&P 500,29676.122793373055
2024-08-26,Magnificent 7,14131.92263647532
2024-08-26,Rest of S&P 500,29679.428144774676
2024-08-27,Magnificent 7,14140.005093672684
2024-08-27,Rest of S&P 500,29741.23338288981
2024-08-28,Magnificent 7,13976.236762065095
2024-08-28,Rest of S&P 500,29642.768609028655
2024-08-29,Magnificent 7,13861.234956272823
2024-08-29,Rest of S&P 500,29756.05273903968
2024-08-30,Magnificent 7,14032.676721626045
2024-08-30,Rest of S&P 500,30024.8425166552
2024-09-03,Magnificent 7,13516.928512374463
2024-09-03,Rest of S&P 500,29608.72685871929
2024-09-04,Magnificent 7,13436.19723318562
2024-09-04,Rest of S&P 500,29620.347395720626
2024-09-05,Magnificent 7,13577.258636406847
2024-09-05,Rest of S&P 500,29349.340582343153
2024-09-06,Magnificent 7,13191.977172503903
